"angle","summedDistance"
0,34.8337028824832
5,30.064935064935
10,30.064935064935
15,28.064935064935
20,26.4825174825174
25,24
30,23.064935064935
35,21.4825174825174
40,20.5252525252525
45,20.5252525252525
50,23.064935064935
55,23.064935064935
60,23.064935064935
65,25.064935064935
70,25.064935064935
75,25.064935064935
80,24
85,22.5252525252525
90,18.5252525252525
95,14.4825174825174
100,10
