"angle","summedDistance"
0,58.879120879121
5,62.1648351648352
10,109.472233648704
15,74.49010989011
20,43
25,39.0427350427351
30,35.5174825174826
35,30.5174825174826
40,28.5174825174826
45,25.5824175824176
50,22.5824175824176
55,20.5824175824176
60,20.5824175824176
65,20.5824175824176
70,20.5824175824176
75,20.5824175824176
80,20.5824175824176
85,20.5824175824176
90,20.5824175824176
95,20.5824175824176
100,20.5824175824176
105,20.5824175824176
110,17
115,14.5174825174826
120,10
