"order","x","y","length","raw.y"
"row_1",15.4285714285714,140.142714428429,2.998001998002,14.8572855715713
"row_7",29.4285714285714,120.142714428429,2.998001998002,34.8572855715713
"row_8",29.4285714285714,115.142714428429,2.998001998002,39.8572855715713
"row_16",32.4285714285714,95.1427144284287,2.998001998002,59.8572855715713
"row_26",55.4285714285714,45.1427144284287,2.998001998002,109.857285571571
"row_27",57.4285714285714,40.1427144284287,2.998001998002,114.857285571571
"row_4",24.8888888888889,130.111000111,3.998001998002,24.8889998889999
"row_9",29.8888888888889,110.111000111,3.998001998002,44.8889998889999
"row_10",31.8888888888889,105.111000111,3.998001998002,49.8889998889999
"row_11",31.8888888888889,100.111000111,3.998001998002,54.8889998889999
"row_12",31.8888888888889,90.1110001110001,3.998001998002,64.8889998889999
"row_13",31.8888888888889,85.1110001110001,3.998001998002,69.8889998889999
"row_14",31.8888888888889,80.1110001110001,3.998001998002,74.8889998889999
"row_15",31.8888888888889,75.1110001110001,3.998001998002,79.8889998889999
"row_17",32.8888888888889,70.1110001110001,3.998001998002,84.8889998889999
"row_6",28.3636363636364,125.090818272636,4.998001998002,29.9091817273635
"row_20",40.3636363636364,60.0908182726365,4.998001998002,94.9091817273635
"row_21",42.3636363636364,25.0908182726365,4.998001998002,129.909181727364
"row_22",47.3636363636364,55.0908182726365,4.998001998002,99.9091817273635
"row_3",18.8461538461538,20.0768462306924,5.998001998002,134.923153769308
"row_5",25.8461538461538,20.0768462306924,5.998001998002,134.923153769308
"row_19",37.8461538461538,65.0768462306924,5.998001998002,89.9231537693076
"row_24",49.8461538461538,30.0768462306924,5.998001998002,124.923153769308
"row_25",55.8461538461538,35.0768462306924,5.998001998002,119.923153769308
"row_2",19.8235294117647,135.058764764647,7.998001998002,19.9412352353529
"row_18",36.8235294117647,20.0587647646471,7.998001998002,134.941235235353
"row_23",50.8235294117647,50.0587647646471,7.998001998002,104.941235235353
"duplic of 12",19.8235294117647,135.058764764647,7.998001998002,19.9412352353529
"duplic of 10",36.8235294117647,20.0587647646471,7.998001998002,134.941235235353
"duplic of 16",50.8235294117647,50.0587647646471,7.998001998002,104.941235235353
