"order","x","y","length","raw.y"
"row_10",33.4285714285714,76.1427144284287,2.998001998002,54.8572855715713
"row_11",33.4285714285714,71.1427144284287,2.998001998002,59.8572855715713
"row_12",33.4285714285714,66.1427144284287,2.998001998002,64.8572855715713
"row_13",33.4285714285714,46.1427144284287,2.998001998002,84.8572855715713
"row_15",35.4285714285714,91.1427144284287,2.998001998002,39.8572855715713
"row_16",35.4285714285714,86.1427144284287,2.998001998002,44.8572855715713
"row_17",35.4285714285714,81.1427144284287,2.998001998002,49.8572855715713
"row_19",38.4285714285714,31.1427144284287,2.998001998002,99.8572855715713
"row_20",40.4285714285714,26.1427144284287,2.998001998002,104.857285571571
"row_21",40.4285714285714,21.1427144284287,2.998001998002,109.857285571571
"row_4",28.8888888888889,106.111000111,3.998001998002,24.8889998889999
"row_5",30.8888888888889,61.1110001110001,3.998001998002,69.8889998889999
"row_6",30.8888888888889,56.1110001110001,3.998001998002,74.8889998889999
"row_8",32.8888888888889,101.111000111,3.998001998002,29.8889998889999
"row_1",20.3636363636364,116.090818272636,4.998001998002,14.9091817273635
"row_9",34.3636363636364,96.0908182726365,4.998001998002,34.9091817273635
"row_14",34.3636363636364,41.0908182726365,4.998001998002,89.9091817273635
"row_3",24.8461538461538,111.076846230692,5.998001998002,19.9231537693076
"row_7",31.8461538461538,51.0768462306924,5.998001998002,79.9231537693076
"row_18",36.8461538461538,36.0768462306924,5.998001998002,94.9231537693076
"row_2",27.780487804878,16.0243658780244,19.998001998002,114.975634121976
"duplic of 12",27.780487804878,16.0243658780244,19.998001998002,114.975634121976
