"freq","single.side.mags"
0.005,1794.68155374038
0.01,419.096652530636
0.015,185.199848461255
0.02,85.0187006140257
0.025,190.712589856061
0.03,175.830948025898
0.035,66.0162198510354
0.04,101.209108367689
0.045,214.179246645697
0.05,227.095807300757
0.055,118.516026916515
0.06,127.47273625058
0.065,246.497914933431
0.07,246.497914933431
0.075,127.47273625058
0.08,118.516026916515
0.085,227.095807300757
0.09,214.179246645697
0.095,101.20910836769
