"freq","single.side.mags"
0.005,986.063232160791
0.01,36.9927811327402
0.015,96.613995603624
0.02,59.2650313351557
0.025,48.8120449992638
0.03,38.124223630305
0.035,37.411380411881
0.04,31.0142800026461
0.045,33.2327571949506
0.05,28.9426217772889
0.055,36.5191233428256
0.06,36.5191233428256
0.065,28.9426217772889
0.07,33.2327571949506
0.075,31.0142800026461
0.08,37.411380411881
0.085,38.124223630305
0.09,48.8120449992637
0.095,59.2650313351557
